supplier_id,supplier_name,category_l1,category_l2,country_hq,service_regions,currency,pricing_model,quality_score,risk_score,esg_score,preferred_supplier,is_restricted,restriction_reason,contract_status,data_residency_supported,capacity_per_month,notes
SUP-0034,EPAM Delivery Services,Professional Services,Software Development Services,PL,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,blended_rate,81,20,75,False,False,,active,False,1800,
SUP-0034,EPAM Delivery Services,Professional Services,Data Engineering Services,PL,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,day_rate,85,23,74,False,False,,active,False,1800,
SUP-0035,Visium Data Engineering,Professional Services,Data Engineering Services,CH,CH;DE;FR;AT;IT,CHF,day_rate,83,19,77,False,False,,active,False,600,
SUP-0035,Visium Data Engineering,Professional Services,Cloud Architecture Consulting,CH,CH;DE;FR;AT;IT,CHF,day_rate,86,11,82,False,False,,active,True,600,
SUP-0040,WPP Performance Media,Marketing,Search Engine Marketing (SEM),UK,DE;FR;NL;BE;AT;IT;ES;PL;UK,EUR,performance,85,18,64,True,False,,active,True,500,
SUP-0040,WPP Performance Media,Marketing,Social Media Advertising,UK,DE;FR;NL;BE;AT;IT;ES;PL;UK,EUR,performance,82,25,71,True,False,,active,False,500,
SUP-0040,WPP Performance Media,Marketing,Content Production Services,UK,DE;FR;NL;BE;AT;IT;ES;PL;UK,EUR,fixed,81,26,62,True,False,,active,True,500,
SUP-0040,WPP Performance Media,Marketing,Marketing Analytics Services,UK,DE;FR;NL;BE;AT;IT;ES;PL;UK,EUR,subscription,86,26,70,True,False,,active,False,500,
SUP-0040,WPP Performance Media,Marketing,Influencer Campaign Management,UK,DE;FR;NL;BE;AT;IT;ES;PL;UK,EUR,fixed,84,19,70,True,False,,active,True,500,
SUP-0041,Publicis Digital Europe,Marketing,Search Engine Marketing (SEM),FR,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,performance,84,19,68,True,False,,active,True,450,
SUP-0041,Publicis Digital Europe,Marketing,Social Media Advertising,FR,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,performance,89,17,72,True,False,,active,True,450,
SUP-0041,Publicis Digital Europe,Marketing,Content Production Services,FR,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,fixed,87,16,65,True,False,,active,True,450,
SUP-0041,Publicis Digital Europe,Marketing,Marketing Analytics Services,FR,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,subscription,85,24,73,True,False,,active,False,450,
SUP-0042,DEPT Agency,Marketing,Search Engine Marketing (SEM),NL,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,performance,80,17,75,False,False,,active,False,300,
SUP-0042,DEPT Agency,Marketing,Social Media Advertising,NL,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,performance,83,20,76,False,False,,active,True,300,
SUP-0042,DEPT Agency,Marketing,Marketing Analytics Services,NL,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,subscription,84,21,72,False,False,,active,False,300,
SUP-0043,Monks Europe,Marketing,Content Production Services,DE,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,fixed,81,21,68,False,False,,active,True,320,
SUP-0043,Monks Europe,Marketing,Social Media Advertising,DE,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,performance,80,20,73,False,False,,active,True,320,
SUP-0043,Monks Europe,Marketing,Influencer Campaign Management,DE,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,fixed,80,17,72,False,False,,active,True,320,
SUP-0044,Artefact Analytics,Marketing,Marketing Analytics Services,FR,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,subscription,83,16,72,False,False,,active,True,220,
SUP-0044,Artefact Analytics,Marketing,Search Engine Marketing (SEM),FR,DE;FR;NL;BE;AT;CH;IT;ES;PL,EUR,performance,87,17,73,False,False,,active,True,220,
SUP-0045,Boutique Creator Network,Marketing,Influencer Campaign Management,ES,ES;FR;IT;DE;PT,EUR,fixed,74,29,72,False,False,"Conditional: requires exception approval for contracts above EUR 75,000. See policy RS-004.",active,False,160,
SUP-0045,Boutique Creator Network,Marketing,Content Production Services,ES,ES;FR;IT;DE;PT,EUR,fixed,73,28,76,False,False,,active,True,160,
SUP-0009,Insight Technology Group,IT,Laptops,US,US;CA;AU;SG;JP,USD,tiered,83,19,71,True,False,,active,True,9500,
SUP-0009,Insight Technology Group,IT,Monitors,US,US;CA;AU;SG;JP,USD,tiered,83,19,71,True,False,,active,True,9500,
SUP-0009,Insight Technology Group,IT,Docking Stations,US,US;CA;AU;SG;JP,USD,tiered,83,19,71,False,False,,active,True,9500,
SUP-0009,Insight Technology Group,IT,Accessories Bundles,US,US;CA;AU;SG;JP,USD,tiered,83,19,71,False,False,,active,True,9500,
SUP-0009,Insight Technology Group,IT,Desktop Workstations,US,US;CA;AU;SG;JP,USD,tiered,83,19,71,True,False,,active,True,9500,
SUP-0015,Oracle Cloud Infrastructure,IT,Cloud Compute,US,US;CA;AU;SG;IN;UAE;BR;MX;JP;ZA;DE;FR;NL;BE;AT;IT;ES;PL;UK,USD,usage,82,20,70,False,False,,active,True,999999,
SUP-0015,Oracle Cloud Infrastructure,IT,Cloud Storage,US,US;CA;AU;SG;IN;UAE;BR;MX;JP;ZA;DE;FR;NL;BE;AT;IT;ES;PL;UK,USD,usage,82,20,70,False,False,,active,True,999999,
SUP-0015,Oracle Cloud Infrastructure,IT,Cloud Security Services,US,US;CA;AU;SG;IN;UAE;BR;MX;JP;ZA;DE;FR;NL;BE;AT;IT;ES;PL;UK,USD,subscription,82,20,70,False,False,,active,True,999999,
SUP-0015,Oracle Cloud Infrastructure,IT,Managed Cloud Platform Services,US,US;CA;AU;SG;IN;UAE;BR;MX;JP;ZA;DE;FR;NL;BE;AT;IT;ES;PL;UK,USD,subscription,82,20,70,True,False,,active,True,999999,
SUP-0016,CDW Americas,IT,Laptops,US,US;CA;BR;MX,USD,tiered,81,22,67,False,False,,active,False,12000,
SUP-0016,CDW Americas,IT,Desktop Workstations,US,US;CA;BR;MX,USD,tiered,81,22,67,False,False,,active,False,12000,
SUP-0016,CDW Americas,IT,Mobile Workstations,US,US;CA;BR;MX,USD,tiered,81,22,67,False,False,,active,False,12000,
SUP-0016,CDW Americas,IT,Tablets,US,US;CA;BR;MX,USD,tiered,81,22,67,False,False,,active,False,12000,
SUP-0016,CDW Americas,IT,Accessories Bundles,US,US;CA;BR;MX,USD,tiered,81,22,67,False,False,,active,False,12000,
SUP-0017,Alibaba Cloud International,IT,Cloud Compute,CN,SG;AU;IN;JP;UAE;ZA;BR;US,USD,usage,79,31,60,False,False,,active,True,999999,
SUP-0017,Alibaba Cloud International,IT,Cloud Storage,CN,SG;AU;IN;JP;UAE;ZA;BR;US,USD,usage,79,31,60,False,False,"Country-restricted in US, CA, AU, IN for sensitive data: see policy RS-005.",active,True,999999,
SUP-0017,Alibaba Cloud International,IT,Cloud Networking,CN,SG;AU;IN;JP;UAE;ZA;BR;US,USD,usage,79,31,60,False,False,,active,True,999999,
SUP-0025,Steelcase Americas,Facilities,Workstations and Desks,US,US;CA;BR;MX,USD,tiered,87,18,79,True,False,,active,False,4000,
SUP-0025,Steelcase Americas,Facilities,Office Chairs,US,US;CA;BR;MX,USD,tiered,87,18,79,True,False,,active,False,4000,
SUP-0025,Steelcase Americas,Facilities,Meeting Room Furniture,US,US;CA;BR;MX,USD,fixed,87,18,79,True,False,,active,False,4000,
SUP-0026,Haworth International,Facilities,Workstations and Desks,US,US;CA;AU;SG;JP;IN;UAE;BR;MX,USD,tiered,85,17,82,False,False,,active,False,3500,
SUP-0026,Haworth International,Facilities,Office Chairs,US,US;CA;AU;SG;JP;IN;UAE;BR;MX,USD,tiered,85,17,82,False,False,,active,False,3500,
SUP-0026,Haworth International,Facilities,Storage Cabinets,US,US;CA;AU;SG;JP;IN;UAE;BR;MX,USD,tiered,85,17,82,False,False,,active,False,3500,
SUP-0026,Haworth International,Facilities,Reception and Lounge Furniture,US,US;CA;AU;SG;JP;IN;UAE;BR;MX,USD,fixed,85,17,82,False,False,,active,False,3500,
SUP-0038,Wipro Digital Solutions,Professional Services,Software Development Services,IN,US;CA;AU;SG;IN;UAE;JP;BR;MX;ZA,USD,blended_rate,82,21,74,False,False,,active,True,3500,
SUP-0038,Wipro Digital Solutions,Professional Services,Data Engineering Services,IN,US;CA;AU;SG;IN;UAE;JP;BR;MX;ZA,USD,day_rate,82,21,74,False,False,,active,True,3500,
SUP-0038,Wipro Digital Solutions,Professional Services,Cloud Architecture Consulting,IN,US;CA;AU;SG;IN;UAE;JP;BR;MX;ZA,USD,day_rate,82,21,74,False,False,,active,True,3500,
SUP-0038,Wipro Digital Solutions,Professional Services,Cybersecurity Advisory,IN,US;CA;AU;SG;IN;UAE;JP;BR;MX;ZA,USD,day_rate,82,21,74,False,False,,active,True,3500,
SUP-0039,Infosys Consulting,Professional Services,Software Development Services,IN,US;CA;AU;SG;IN;JP;UAE;BR;MX;ZA,USD,blended_rate,84,19,76,False,False,,active,True,4200,
SUP-0039,Infosys Consulting,Professional Services,Data Engineering Services,IN,US;CA;AU;SG;IN;JP;UAE;BR;MX;ZA,USD,day_rate,84,19,76,False,False,,active,True,4200,
SUP-0039,Infosys Consulting,Professional Services,IT Project Management Services,IN,US;CA;AU;SG;IN;JP;UAE;BR;MX;ZA,USD,day_rate,84,19,76,False,False,,active,True,4200,
SUP-0039,Infosys Consulting,Professional Services,Cloud Architecture Consulting,IN,US;CA;AU;SG;IN;JP;UAE;BR;MX;ZA,USD,day_rate,84,19,76,False,False,,active,True,4200,
SUP-0046,Dentsu International,Marketing,Search Engine Marketing (SEM),JP,US;CA;AU;SG;JP;IN;BR;MX;UAE,USD,performance,86,17,75,True,False,,active,False,600,
SUP-0046,Dentsu International,Marketing,Social Media Advertising,JP,US;CA;AU;SG;JP;IN;BR;MX;UAE,USD,performance,86,17,75,True,False,,active,False,600,
SUP-0046,Dentsu International,Marketing,Marketing Analytics Services,JP,US;CA;AU;SG;JP;IN;BR;MX;UAE,USD,subscription,86,17,75,False,False,,active,False,600,
SUP-0047,Havas Group Americas,Marketing,Social Media Advertising,US,US;CA;BR;MX;AU,USD,performance,83,20,71,False,False,,active,False,400,
SUP-0047,Havas Group Americas,Marketing,Content Production Services,US,US;CA;BR;MX;AU,USD,fixed,83,20,71,True,False,,active,False,400,
SUP-0047,Havas Group Americas,Marketing,Influencer Campaign Management,US,US;CA;BR;MX;AU,USD,fixed,83,20,71,False,False,,active,False,400,
